Name,SIC,BVD,Industry,Year,OM,RG
ALP OVERSEAS PRIVATE LIMITED,7389.0,IN0000724278,Services,2018,0.11757209771529478,0.14871735154910937
ALP OVERSEAS PRIVATE LIMITED,7389.0,IN0000724278,Services,2019,0.13109392564393152,-0.029183833435689754
ALP OVERSEAS PRIVATE LIMITED,7389.0,IN0000724278,Services,2020,0.18167109994127348,0.13260730869671922
ALP OVERSEAS PRIVATE LIMITED,7389.0,IN0000724278,Services,2021,0.13494878573049982,0.46117282804028537
ALP OVERSEAS PRIVATE LIMITED,7389.0,IN0000724278,Services,2022,0.1432201507044604,0.13307378980727003
ALP OVERSEAS PRIVATE LIMITED,7389.0,IN0000724278,Services,2023,0.1991106179715243,0.18271754430285303
ALTUM CREDO HOME FINANCE PRIVATE LIMITED,6159.0,IN0016259413,"Finance, Insurance, and Real Estate",2017,-2.5396940271161568,2.1991274877108484
ALTUM CREDO HOME FINANCE PRIVATE LIMITED,6159.0,IN0016259413,"Finance, Insurance, and Real Estate",2018,-0.1200262686677808,6.437439348838477
ALTUM CREDO HOME FINANCE PRIVATE LIMITED,6159.0,IN0016259413,"Finance, Insurance, and Real Estate",2019,0.20590394592450234,0.6502285533984116
ALTUM CREDO HOME FINANCE PRIVATE LIMITED,6159.0,IN0016259413,"Finance, Insurance, and Real Estate",2020,0.31890332742084837,0.34275296563328883
ALTUM CREDO HOME FINANCE PRIVATE LIMITED,6159.0,IN0016259413,"Finance, Insurance, and Real Estate",2021,0.3642224685286785,0.7375962075527838
ALTUM CREDO HOME FINANCE PRIVATE LIMITED,6159.0,IN0016259413,"Finance, Insurance, and Real Estate",2022,0.4554778237473094,0.8294942388379034
ALTUM CREDO HOME FINANCE PRIVATE LIMITED,6159.0,IN0016259413,"Finance, Insurance, and Real Estate",2023,0.5968418066551342,0.6201180058011173
AMBUJ HOTEL AND REAL ESTATE PRIVATE LIMITED,7011.0,IN0000787223,Services,2017,0.09320149864041778,-0.3069521379162532
AMBUJ HOTEL AND REAL ESTATE PRIVATE LIMITED,7011.0,IN0000787223,Services,2018,0.08467237274393848,0.23816297402604425
AMBUJ HOTEL AND REAL ESTATE PRIVATE LIMITED,7011.0,IN0000787223,Services,2019,0.07150105950315576,-0.057179362478047446
AMBUJ HOTEL AND REAL ESTATE PRIVATE LIMITED,7011.0,IN0000787223,Services,2020,-0.8408808195486274,-0.9474019296696542
AMBUJ HOTEL AND REAL ESTATE PRIVATE LIMITED,7011.0,IN0000787223,Services,2021,0.09012010446597515,9.200395946035698
AMBUJ HOTEL AND REAL ESTATE PRIVATE LIMITED,7011.0,IN0000787223,Services,2022,0.0875766657973371,1.0784840861900258
AMBUJ HOTEL AND REAL ESTATE PRIVATE LIMITED,7011.0,IN0000787223,Services,2023,0.10029438056357796,0.1398564876109647
AMBUJA NEOTIA HOTEL VENTURES LIMITED,7011.0,IN0000267977,Services,2017,0.2314977920524586,-0.014558068250322798
AMBUJA NEOTIA HOTEL VENTURES LIMITED,7011.0,IN0000267977,Services,2018,0.23657782500258284,0.13662599480204718
AMBUJA NEOTIA HOTEL VENTURES LIMITED,7011.0,IN0000267977,Services,2019,0.14018905651266875,-0.1797151967090762
AMBUJA NEOTIA HOTEL VENTURES LIMITED,7011.0,IN0000267977,Services,2020,0.03815682801467291,-0.20904078928280612
AMBUJA NEOTIA HOTEL VENTURES LIMITED,7011.0,IN0000267977,Services,2021,0.17629577091373042,1.2897730169988701
AMBUJA NEOTIA HOTEL VENTURES LIMITED,7011.0,IN0000267977,Services,2022,0.24239210766565103,0.34569178710091064
AMBUJA NEOTIA HOTEL VENTURES LIMITED,7011.0,IN0000267977,Services,2023,0.15102427513868533,0.5974910570987324
AMRAPALI JEWELS PRIVATE LIMITED,3911.0,IN0000855797,Manufacturing,2017,0.09746026279077627,-0.04820564581623732
AMRAPALI JEWELS PRIVATE LIMITED,3911.0,IN0000855797,Manufacturing,2018,0.10271088603748407,-0.09131670244548662
AMRAPALI JEWELS PRIVATE LIMITED,3911.0,IN0000855797,Manufacturing,2019,0.1351688803573517,-0.09142594593558862
AMRAPALI JEWELS PRIVATE LIMITED,3911.0,IN0000855797,Manufacturing,2020,0.07041162734005113,-0.6124398024232627
AMRAPALI JEWELS PRIVATE LIMITED,3911.0,IN0000855797,Manufacturing,2021,0.0896943623644059,0.6953539355652014
AMRAPALI JEWELS PRIVATE LIMITED,3911.0,IN0000855797,Manufacturing,2022,0.13917160088348055,0.6645971579839112
AMRAPALI JEWELS PRIVATE LIMITED,3911.0,IN0000855797,Manufacturing,2023,0.12104107980156484,0.10096190876335376
ANANT RAJ LIMITED,6531.0,IN31281FI,"Finance, Insurance, and Real Estate",2017,0.2190349412910712,0.08313719053866708
ANANT RAJ LIMITED,6531.0,IN31281FI,"Finance, Insurance, and Real Estate",2018,0.15420818256132365,-0.3510065187815067
